CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JC102806,01/03/2019 10:11:00 AM,032XX W DOUGLAS BLVD,2024,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,Y,N,1022,24,18,1154830,1893104,41.862491347,-87.707116723,"(41.862491347, -87.707116723)"
JC103835,01/03/2019 10:45:00 PM,074XX S STEWART AVE,0820,THEFT,$500 AND UNDER,STREET,Y,N,731,6,06,1174920,1855375,41.758533618,-87.634495527,"(41.758533618, -87.634495527)"
JC102234,01/02/2019 02:10:00 PM,003XX S DEARBORN ST,0870,THEFT,POCKET-PICKING,CTA PLATFORM,N,N,113,4,06,1175986,1898799,41.87766908,-87.629284766,"(41.87766908, -87.629284766)"
JC102786,01/03/2019 09:40:00 AM,004XX S HOMAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,1134,28,08B,1153788,1897696,41.875113088,-87.710819551,"(41.875113088, -87.710819551)"
JC100679,01/01/2019 12:24:00 PM,008XX N HOMAN AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,SIDEWALK,Y,N,1121,27,18,1153560,1905306,41.896000234,-87.711454197,"(41.896000234, -87.711454197)"
JC105301,01/01/2019 06:00:00 AM,014XX W MADISON ST,0890,THEFT,FROM BUILDING,GOVERNMENT BUILDING/PROPERTY,N,N,1224,27,06,1166873,1900131,41.881524451,-87.662706932,"(41.881524451, -87.662706932)"
JC103639,01/03/2019 07:00:00 PM,007XX N MICHIGAN AVE,0870,THEFT,POCKET-PICKING,STREET,N,N,1834,42,06,1177299,1905322,41.895538876,-87.624265922,"(41.895538876, -87.624265922)"
JC103276,01/03/2019 03:16:00 PM,032XX W 16TH ST,2027,NARCOTICS,POSS: CRACK,SIDEWALK,Y,N,1022,24,18,1155185,1891863,41.859078793,-87.705846852,"(41.859078793, -87.705846852)"
JC102305,01/02/2019 04:30:00 PM,0000X S STATE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,N,N,112,42,11,1176389,1900278,41.88171846,-87.627760426,"(41.88171846, -87.627760426)"
JC100528,01/01/2019 10:32:00 AM,002XX E 119TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,532,9,08B,1179824,1826106,41.678104996,-87.617414865,"(41.678104996, -87.617414865)"
JC103602,01/03/2019 05:00:00 AM,022XX S KEDZIE AVE,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),N,N,1024,12,06,1155373,1888987,41.851182953,-87.705233985,"(41.851182953, -87.705233985)"
JC102560,01/02/2019 02:33:00 PM,057XX S WOOD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,715,15,14,1165329,1866660,41.789709573,-87.6693265,"(41.789709573, -87.6693265)"
JC100728,01/01/2019 12:25:00 PM,014XX W LAKE ST,0460,BATTERY,SIMPLE,TAVERN/LIQUOR STORE,Y,N,1224,27,08B,1166633,1901539,41.885393253,-87.663547848,"(41.885393253, -87.663547848)"
JC101257,01/01/2019 04:00:00 AM,014XX N SEDGWICK ST,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,N,Y,1821,27,02,1173383,1909988,41.908430535,-87.638509526,"(41.908430535, -87.638509526)"
JC104803,01/03/2019 08:15:00 PM,008XX S WABASH AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,ATM (AUTOMATIC TELLER MACHINE),N,N,123,4,11,1176921,1896446,41.871191211,-87.625922932,"(41.871191211, -87.625922932)"
JC101099,01/01/2019 07:03:00 PM,028XX W 19TH ST,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,Y,N,1022,12,26,1157716,1890593,41.855542643,-87.696590908,"(41.855542643, -87.696590908)"
JC101596,01/01/2019 01:30:00 PM,068XX S CORNELL AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,N,Y,332,5,26,1188385,1859873,41.770565763,-87.585004532,"(41.770565763, -87.585004532)"
JC103718,01/03/2019 08:00:00 PM,006XX S STATE ST,0320,ROBBERY,STRONGARM - NO WEAPON,CTA PLATFORM,N,N,123,4,03,1176452,1897628,41.874445284,-87.627609107,"(41.874445284, -87.627609107)"
JC102581,01/03/2019 02:11:00 AM,032XX S HALSTED ST,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,STREET,Y,N,913,11,18,1171497,1883448,41.835644585,-87.646218135,"(41.835644585, -87.646218135)"
JC102433,01/02/2019 09:58:00 PM,015XX S HAMLIN AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,N,N,1014,24,04B,1151295,1892195,41.860066967,-87.720117178,"(41.860066967, -87.720117178)"
JC102014,01/02/2019 03:40:00 PM,057XX N WINTHROP AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,N,N,2022,48,14,1167830,1938224,41.986032951,-87.658091212,"(41.986032951, -87.658091212)"
JC100663,01/01/2019 02:00:00 AM,010XX N MASSASOIT AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,1511,29,06,1137830,1906430,41.899382966,-87.769200826,"(41.899382966, -87.769200826)"
JC107812,01/03/2019 11:00:00 AM,097XX S HALSTED ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,2223,34,14,1172697,1840207,41.716959853,-87.643088472,"(41.716959853, -87.643088472)"
JC101740,01/02/2019 12:46:00 PM,045XX W WILCOX ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1113,28,08B,1146223,1898955,41.878715136,-87.738563392,"(41.878715136, -87.738563392)"
JC103588,01/03/2019 07:02:00 PM,030XX W WARREN BLVD,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,Y,N,1222,27,26,1156112,1900198,41.881932256,-87.702219176,"(41.881932256, -87.702219176)"
JC102046,01/02/2019 03:18:00 PM,068XX S PERRY AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,Y,N,722,6,15,1176576,1859696,41.770353855,-87.628296647,"(41.770353855, -87.628296647)"
JC100876,01/01/2019 03:15:00 PM,003XX E 132ND PL,051A,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,N,Y,533,9,04A,1180828,1817697,41.655006476,-87.613996811,"(41.655006476, -87.613996811)"
JC103577,01/03/2019 03:50:00 PM,020XX W JARVIS AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,2424,49,06,1161076,1948779,42.015139625,-87.682637107,"(42.015139625, -87.682637107)"
JC102273,01/01/2019 12:01:00 AM,0000X W CERMAK RD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,131,3,14,1176492,1889779,41.852906215,-87.62769911,"(41.852906215, -87.62769911)"
JC107108,01/01/2019 06:00:00 PM,079XX S RIDGELAND AVE,0890,THEFT,FROM BUILDING,RESIDENCE,N,N,414,8,06,1189358,1852754,41.751007325,-87.581665974,"(41.751007325, -87.581665974)"
JC102097,01/02/2019 04:50:00 PM,087XX S GREENWOOD AVE,0560,ASSAULT,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),N,Y,412,8,08A,1185075,1847197,41.735859943,-87.597534912,"(41.735859943, -87.597534912)"
JC100968,01/01/2019 05:00:00 PM,003XX N AVERS AVE,0560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,N,N,1122,37,08A,1150572,1901795,41.886424591,-87.722520372,"(41.886424591, -87.722520372)"
JC100076,01/01/2019 12:45:00 AM,035XX W LEXINGTON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1133,24,08B,1152941,1896475,41.871779347,-87.71396176,"(41.871779347, -87.71396176)"
JC101989,01/02/2019 03:50:00 PM,020XX W WABANSIA AVE,0810,THEFT,OVER $500,STREET,N,N,1434,32,06,1162510,1911308,41.912287451,-87.678414384,"(41.912287451, -87.678414384)"
JC102133,01/02/2019 04:45:00 PM,026XX W OGDEN AVE,0560,ASSAULT,SIMPLE,APARTMENT,N,Y,1023,28,08A,1159121,1893272,41.862865389,-87.691360355,"(41.862865389, -87.691360355)"
JC101828,01/02/2019 11:08:00 AM,058XX S KEDZIE AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,824,14,06,1156050,1865710,41.787294256,-87.703375575,"(41.787294256, -87.703375575)"
JC101043,01/01/2019 04:35:00 PM,028XX W HARRISON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),N,N,1135,27,14,1157565,1897241,41.873788515,-87.696964272,"(41.873788515, -87.696964272)"
JC100567,01/01/2019 12:30:00 AM,076XX S DANTE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,411,5,14,1187201,1854533,41.755940509,-87.58951381,"(41.755940509, -87.58951381)"
JC103360,01/03/2019 07:30:00 AM,025XX E 78TH ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,421,7,05,1194670,1853746,41.753600455,-87.562167973,"(41.753600455, -87.562167973)"
JC103001,01/02/2019 12:30:00 PM,002XX E CHICAGO AVE,0890,THEFT,FROM BUILDING,RESTAURANT,N,N,1833,2,06,1178058,1905778,41.896772914,-87.621464432,"(41.896772914, -87.621464432)"
JC100059,01/01/2019 12:52:00 AM,043XX W GLADYS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1131,28,08B,1147546,1898002,41.876074731,-87.733729997,"(41.876074731, -87.733729997)"
JC100866,01/01/2019 02:17:00 PM,075XX S COLFAX AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,N,N,421,7,04A,1194839,1855239,41.757693202,-87.561499576,"(41.757693202, -87.561499576)"
JC100589,01/01/2019 12:15:00 AM,051XX W CONGRESS PKWY,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,1533,29,14,1142080,1897193,41.873957763,-87.753819541,"(41.873957763, -87.753819541)"
JC101114,01/01/2019 07:42:00 PM,041XX W WEST END AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,Y,N,1114,28,18,1148792,1900652,41.883322654,-87.729086575,"(41.883322654, -87.729086575)"
JC102574,01/03/2019 03:22:00 AM,027XX N LAKEVIEW AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,Y,N,1935,43,14,1173088,1918495,41.931780678,-87.639340302,"(41.931780678, -87.639340302)"
JC104448,01/03/2019 09:00:00 PM,027XX W 51ST ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,923,14,14,1159152,1870737,41.801026089,-87.69186428,"(41.801026089, -87.69186428)"
JC102224,01/02/2019 06:11:00 PM,038XX W ROOSEVELT RD,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,GAS STATION,Y,N,1011,24,18,1151170,1894442,41.866235446,-87.720517147,"(41.866235446, -87.720517147)"
JC103473,01/02/2019 02:04:00 PM,001XX W Huron st,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,1832,42,06,1174866,1905034,41.894803417,-87.633210294,"(41.894803417, -87.633210294)"
JC100692,01/01/2019 12:52:00 PM,001XX E 51ST ST,0820,THEFT,$500 AND UNDER,GAS STATION,N,N,231,3,06,1178181,1871245,41.8020092,-87.622063199,"(41.8020092, -87.622063199)"
JC102857,01/02/2019 02:02:00 PM,058XX W HIGGINS AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,STREET,N,N,1622,45,11,1136088,1932992,41.972303235,-87.774963839,"(41.972303235, -87.774963839)"
JC104294,01/03/2019 02:30:00 PM,068XX S WASHTENAW AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,831,17,06,1159554,1859228,41.76943556,-87.690705457,"(41.76943556, -87.690705457)"
JC100200,01/01/2019 02:44:00 AM,018XX N LINCOLN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1814,43,07,1174296,1912631,41.915662706,-87.635076607,"(41.915662706, -87.635076607)"
JC103813,01/03/2019 10:25:00 PM,100XX S EBERHART AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENCE,Y,Y,511,9,04B,1181345,1838569,41.712270352,-87.61146519,"(41.712270352, -87.61146519)"
JC105017,01/01/2019 04:37:00 PM,011XX S HAMILTON AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,POLICE FACILITY/VEH PARKING LOT,N,N,1225,27,17,1162121,1895023,41.867608211,-87.680298775,"(41.867608211, -87.680298775)"
JC101602,01/02/2019 11:00:00 AM,061XX S TROY ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,823,16,14,1156442,1863650,41.781633427,-87.701993729,"(41.781633427, -87.701993729)"
JC100826,01/01/2019 02:44:00 PM,104XX S PULASKI RD,0860,THEFT,RETAIL THEFT,SIDEWALK,Y,N,2211,19,06,1151509,1835253,41.703805075,-87.720820537,"(41.703805075, -87.720820537)"
JC100138,01/01/2019 02:00:00 AM,057XX S KOLMAR AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,N,N,813,13,05,1147010,1866228,41.788892708,-87.73650856,"(41.788892708, -87.73650856)"
JC100531,01/01/2019 10:25:00 AM,054XX W OHIO ST,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,Y,Y,1524,37,04A,1139692,1903431,41.891119542,-87.762434919,"(41.891119542, -87.762434919)"
JC101379,01/01/2019 08:30:00 PM,017XX W ALBION AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2432,49,14,1163697,1943895,42.001682746,-87.67313138,"(42.001682746, -87.67313138)"
JC103518,01/03/2019 12:52:00 PM,019XX W DIVISION ST,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,BANK,N,N,1212,1,10,1163031,1908001,41.903201873,-87.676593393,"(41.903201873, -87.676593393)"
JC101300,01/02/2019 12:30:00 AM,040XX W CHICAGO AVE,0460,BATTERY,SIMPLE,SIDEWALK,N,N,1111,37,08B,1149495,1905045,41.895363905,-87.726390989,"(41.895363905, -87.726390989)"
JC101216,01/01/2019 10:10:00 PM,021XX W 18TH ST,0460,BATTERY,SIMPLE,STREET,N,N,1234,25,08B,1162570,1891391,41.857632275,-87.678752085,"(41.857632275, -87.678752085)"
JC101224,01/01/2019 09:34:00 PM,012XX W 61ST ST,0560,ASSAULT,SIMPLE,RESIDENCE,N,N,713,16,08A,1168912,1864324,41.783222624,-87.656256162,"(41.783222624, -87.656256162)"
JC102485,01/02/2019 11:10:00 PM,063XX S DR MARTIN LUTHER KING JR DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,N,312,20,08B,1180013,1862919,41.779120086,-87.615599494,"(41.779120086, -87.615599494)"
JC103801,01/03/2019 09:57:00 PM,055XX S EVERETT AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,N,Y,235,5,04A,1188987,1868573,41.794424835,-87.582519409,"(41.794424835, -87.582519409)"
JC101526,01/02/2019 09:45:00 AM,066XX S INGLESIDE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,321,5,08B,1183700,1861120,41.774098224,-87.602138825,"(41.774098224, -87.602138825)"
JC101987,01/01/2019 09:00:00 AM,024XX S WHIPPLE ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,1033,12,05,1156411,1887739,41.847737402,-87.701457979,"(41.847737402, -87.701457979)"
JC101177,01/01/2019 08:08:00 PM,078XX S LANGLEY AVE,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENTIAL YARD (FRONT/BACK),Y,N,624,6,05,1182252,1853257,41.752555017,-87.607690017,"(41.752555017, -87.607690017)"
JC100121,01/01/2019 12:20:00 AM,080XX S MARSHFIELD AVE,143B,WEAPONS VIOLATION,UNLAWFUL POSS OTHER FIREARM,RESIDENCE,Y,N,611,21,15,1166742,1851332,41.747617457,-87.664582442,"(41.747617457, -87.664582442)"
JC100417,01/01/2019 07:30:00 AM,069XX S DAMEN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,735,17,07,1164228,1858458,41.767225464,-87.673594278,"(41.767225464, -87.673594278)"
JC102710,01/03/2019 08:44:00 AM,078XX S CONSTANCE AVE,0610,BURGLARY,FORCIBLE ENTRY,ABANDONED BUILDING,N,N,414,8,05,1189897,1853362,41.752662793,-87.579671327,"(41.752662793, -87.579671327)"
JC102001,01/02/2019 03:30:00 PM,119XX S STATE ST,0460,BATTERY,SIMPLE,SIDEWALK,N,N,522,9,08B,1178395,1825982,41.677797185,-87.622649219,"(41.677797185, -87.622649219)"
JC102061,01/02/2019 02:30:00 PM,001XX N STATE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,N,N,111,42,11,1176352,1900927,41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
JC103180,01/03/2019 04:05:00 AM,015XX W WEBSTER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1811,2,14,1165567,1914723,41.921593821,-87.667086373,"(41.921593821, -87.667086373)"
JC101558,01/02/2019 07:30:00 AM,054XX S HONORE ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,Y,932,16,26,1164941,1868672,41.795238965,-87.670692319,"(41.795238965, -87.670692319)"
JC100275,01/01/2019 03:59:00 AM,053XX S PRAIRIE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,231,3,08B,1178947,1869684,41.797708246,-87.619301548,"(41.797708246, -87.619301548)"
JC103032,01/03/2019 06:00:00 AM,004XX N CITY FRONT PLAZA DR,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),N,N,1834,42,14,1178044,1903358,41.890132638,-87.621589582,"(41.890132638, -87.621589582)"
JC102956,01/02/2019 04:00:00 PM,004XX S WESTERN AVE,0820,THEFT,$500 AND UNDER,CTA TRAIN,N,N,1135,28,06,1160478,1897788,41.875229772,-87.686253982,"(41.875229772, -87.686253982)"
JC100774,01/01/2019 12:45:00 AM,081XX S HARPER AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,N,N,411,8,03,1187888,1851410,41.747354376,-87.587095413,"(41.747354376, -87.587095413)"
JC102534,01/02/2019 11:00:00 PM,004XX E ILLINOIS ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,N,N,1834,42,11,1179279,1903707,41.891062111,-87.617043461,"(41.891062111, -87.617043461)"
JC101510,01/02/2019 08:57:00 AM,040XX W WILCOX ST,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,Y,N,1115,28,24,1149536,1899031,41.878860042,-87.726396631,"(41.878860042, -87.726396631)"
JC102024,01/01/2019 05:00:00 PM,012XX S TRIPP AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,N,N,1011,24,04B,1148244,1894132,41.865441583,-87.731266824,"(41.865441583, -87.731266824)"
JC102010,01/02/2019 03:35:00 PM,022XX W 24TH ST,0312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,STREET,N,N,1034,25,03,1161840,1888043,41.848460266,-87.681524903,"(41.848460266, -87.681524903)"
JC103128,01/03/2019 01:44:00 PM,061XX S OAK PARK AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,Y,Y,812,23,08B,1132138,1863144,41.78069999,-87.791111547,"(41.78069999, -87.791111547)"
JC101918,01/02/2019 03:00:00 PM,064XX S DR MARTIN LUTHER KING JR DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,N,312,20,08B,1180028,1862384,41.777651649,-87.615560874,"(41.777651649, -87.615560874)"
JC101155,01/01/2019 08:08:00 PM,071XX S YATES BLVD,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,STREET,Y,N,334,5,18,1193446,1858197,41.765844361,-87.566508007,"(41.765844361, -87.566508007)"
JC102392,01/02/2019 04:00:00 PM,033XX W 63RD ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,823,23,07,1155291,1862654,41.778923367,-87.70624024,"(41.778923367, -87.70624024)"
JC103633,01/03/2019 07:45:00 AM,079XX S PHILLIPS AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,N,N,422,7,05,1193908,1852577,41.750411334,-87.564998631,"(41.750411334, -87.564998631)"
JC101301,01/02/2019 12:50:00 AM,078XX S ESSEX AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,421,7,08B,1194218,1853555,41.753087441,-87.563830618,"(41.753087441, -87.563830618)"
JC103789,01/03/2019 09:22:00 PM,036XX W BELMONT AVE,0560,ASSAULT,SIMPLE,CONVENIENCE STORE,N,N,1732,30,08A,1151747,1921040,41.939211601,-87.717698178,"(41.939211601, -87.717698178)"
JC102551,01/03/2019 02:11:00 AM,057XX S GREEN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,712,16,14,1171618,1866825,41.79002675,-87.646261817,"(41.79002675, -87.646261817)"
JC101382,01/02/2019 04:50:00 AM,006XX E WOODLAND PARK,0265,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,APARTMENT,N,N,211,4,02,1181335,1882238,41.832102638,-87.610157029,"(41.832102638, -87.610157029)"
JC102294,01/02/2019 05:00:00 PM,028XX N CLARK ST,0810,THEFT,OVER $500,STREET,N,N,1934,44,06,1171353,1919218,41.933802981,-87.645694795,"(41.933802981, -87.645694795)"
JC100330,01/01/2019 03:00:00 AM,061XX S KIMBARK AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,OTHER,N,Y,314,20,08B,1185698,1864510,41.783353826,-87.594707892,"(41.783353826, -87.594707892)"
JC104866,01/03/2019 07:00:00 PM,032XX N RACINE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,N,N,1924,44,05,1167720,1921540,41.940253844,-87.658978724,"(41.940253844, -87.658978724)"
JC103522,01/03/2019 06:00:00 AM,003XX E OHIO ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,1834,42,05,1178936,1904276,41.892631323,-87.6182857,"(41.892631323, -87.6182857)"
JC102298,01/02/2019 07:10:00 PM,065XX S HARVARD AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,N,Y,722,20,04A,1175192,1861538,41.77543953,-87.633314847,"(41.77543953, -87.633314847)"
JC100627,01/01/2019 09:35:00 AM,039XX N CALIFORNIA AVE,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,N,N,1733,33,06,1157014,1926028,41.952793572,-87.698204612,"(41.952793572, -87.698204612)"
JC100199,01/01/2019 02:58:00 AM,003XX N HALSTED ST,0460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),N,N,1214,27,08B,1170994,1902180,41.88705768,-87.647514742,"(41.88705768, -87.647514742)"
JC100972,01/01/2019 03:30:00 PM,086XX S EUCLID AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,412,8,11,1190685,1848064,41.738105622,-87.57695434,"(41.738105622, -87.57695434)"
JC102584,01/03/2019 03:40:00 AM,055XX S HAMILTON AVE,033A,ROBBERY,ATTEMPT: ARMED-HANDGUN,ALLEY,N,N,715,15,03,1162976,1867791,41.792862727,-87.67792266,"(41.792862727, -87.67792266)"
JC102530,01/03/2019 12:47:00 AM,082XX S SANGAMON ST,4389,OTHER OFFENSE,VIOLATION GPS MONITORING DEVICE,APARTMENT,N,Y,613,21,26,1171412,1850186,41.744371806,-87.647503635,"(41.744371806, -87.647503635)"
JC100481,01/01/2019 09:04:00 AM,016XX W 47TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,DRUG STORE,N,N,924,15,14,1166298,1873549,41.80859321,-87.665577234,"(41.80859321, -87.665577234)"
JC101317,01/02/2019 01:41:00 AM,088XX S YALE AVE,0560,ASSAULT,SIMPLE,RESIDENCE,N,N,634,21,08A,1176038,1846348,41.733737422,-87.630668322,"(41.733737422, -87.630668322)"
JC103584,01/03/2019 06:50:00 PM,030XX N LINDER AVE,0560,ASSAULT,SIMPLE,RESIDENCE,N,N,2514,31,08A,1139175,1919624,41.935564407,-87.763938832,"(41.935564407, -87.763938832)"
JC100900,01/01/2019 03:47:00 PM,077XX S KINGSTON AVE,0485,BATTERY,AGGRAVATED OF A CHILD,APARTMENT,Y,N,421,7,04B,1194534,1854150,41.754712406,-87.562653092,"(41.754712406, -87.562653092)"
JC101051,01/01/2019 06:45:00 PM,002XX N KARLOV AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,SIDEWALK,Y,N,1114,28,14,1149027,1900910,41.884026091,-87.728216951,"(41.884026091, -87.728216951)"
JC100110,01/01/2019 01:36:00 AM,073XX S UNION AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,VEHICLE NON-COMMERCIAL,Y,N,732,6,15,1172903,1856216,41.76088615,-87.641862877,"(41.76088615, -87.641862877)"
JC101651,01/01/2019 04:00:00 PM,001XX S PULASKI RD,0460,BATTERY,SIMPLE,STREET,Y,N,1115,28,08B,1149754,1898946,41.87862256,-87.72559838,"(41.87862256, -87.72559838)"
JC107022,01/03/2019 09:00:00 AM,080XX S SOUTH SHORE DR,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,N,N,422,7,26,1198548,1852287,41.749500593,-87.548005622,"(41.749500593, -87.548005622)"
JC100205,01/01/2019 02:32:00 AM,067XX S CHAPPEL AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,ALLEY,Y,N,331,5,15,1191035,1860786,41.773007423,-87.575261338,"(41.773007423, -87.575261338)"
JC100224,01/01/2019 12:35:00 AM,013XX E 93RD ST,141A,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,RESIDENCE PORCH/HALLWAY,N,N,413,8,15,1186575,1843576,41.725888209,-87.59215377,"(41.725888209, -87.59215377)"
JC103366,01/03/2019 03:10:00 PM,001XX N LA SALLE ST,0890,THEFT,FROM BUILDING,RESTAURANT,N,N,122,42,06,1175106,1901598,41.885369466,-87.63243193,"(41.885369466, -87.63243193)"
JC101349,01/02/2019 03:15:00 AM,034XX N BELL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1921,32,08B,1160755,1922888,41.944100334,-87.68453987,"(41.944100334, -87.68453987)"
JC102149,01/02/2019 05:00:00 PM,005XX S KEDZIE AVE,0810,THEFT,OVER $500,CTA TRAIN,N,N,1134,28,06,1155119,1897494,41.874532185,-87.705938056,"(41.874532185, -87.705938056)"
JC104114,01/03/2019 12:00:00 AM,030XX W EASTWOOD AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,1713,33,11,1155212,1930687,41.965614613,-87.704703239,"(41.965614613, -87.704703239)"
JC105712,01/03/2019 11:00:00 AM,041XX W NELSON ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,2523,31,11,1148241,1919957,41.936308124,-87.730611769,"(41.936308124, -87.730611769)"
